local,preco,metragem,quartos,garagens,banheiros,bairro
"Travessa Percy Withers, Água Verde",5100000.0,309.0,4.0,4.0,4.0,1
"Alameda Júlia da Costa, Bigorrilho",657432.0,64.0,2.0,2.0,1.0,14
"Rua Rio Iriri, Bairro Alto",285000.0,67.0,3.0,1.0,2.0,10
"Água Verde, Curitiba",409393.0,53.0,2.0,1.0,2.0,1
"Rua Coronel Amazonas Marcondes, Cabral",989045.0,111.0,3.0,1.0,3.0,19
"Rua Tucum, Uberaba",695000.0,149.0,3.0,2.0,2.0,75
"Rua Rio Guaporé, Bairro Alto",250000.0,57.0,3.0,1.0,1.0,10
"Rua Alferes Ângelo Sampaio, Bigorrilho",1339684.0,108.0,3.0,2.0,3.0,14
"Rua Radialista Wilson Brustolin, Campo de Santana",190000.0,46.0,2.0,1.0,1.0,24
"Rua Guilherme Pugsley, Água Verde",334114.0,35.0,2.0,1.0,1.0,1
"Avenida República Argentina, Água Verde",572000.0,114.0,3.0,1.0,3.0,1
"Rua Schiller, Cristo Rei",487000.0,73.0,2.0,1.0,2.0,34
"Rua Dona Alice Tibiriçá, Bigorrilho",5735053.0,358.0,4.0,4.0,6.0,14
"Rua Íris Antônio Campos, Campo Comprido",669000.0,107.0,3.0,2.0,3.0,23
"Rua Francisco Saturnino d'Andrade, Sitio Cercado",360000.0,71.0,2.0,2.0,1.0,70
"Vila Izabel, Curitiba",715020.0,84.0,2.0,1.0,3.0,77
"Rua Brigadeiro Franco, Mercês",342785.0,30.0,1.0,1.0,1.0,49
"Rua João Bonat, Novo Mundo",422000.0,62.0,2.0,1.0,2.0,51
"Rua Brasílio Ribas, Novo Mundo",429000.0,85.0,3.0,1.0,2.0,51
"Rua Oyapock, Cristo Rei",659000.0,77.0,3.0,1.0,2.0,34
"Rua Dona Bárbara Cid, Uberaba",606990.0,140.0,3.0,1.0,2.0,75
"Portão, Curitiba",600000.0,77.0,3.0,2.0,1.0,56
"Rua Monsenhor Ivo Zanlorenzi, Mossunguê",3933000.0,276.0,4.0,4.0,5.0,50
"Rua Paulo Ziliotto, Ecoville",397000.0,42.0,1.0,1.0,1.0,35
"Rua Valentin Gulin, Atuba",700000.0,190.0,4.0,3.0,4.0,7
"Rua Paraguassu, Juvevê",350000.0,65.0,3.0,1.0,2.0,46
"Rua Alferes Ângelo Sampaio, Batel",1700000.0,133.0,3.0,3.0,4.0,13
"Juvevê, Curitiba",1642000.0,170.0,4.0,4.0,4.0,46
"Avenida Silva Jardim, Rebouças",550691.0,69.0,1.0,1.0,2.0,58
"Avenida Visconde de Guarapuava, Centro",928689.0,96.0,3.0,1.0,2.0,28
"Boqueirão, Curitiba",500000.0,150.0,3.0,3.0,2.0,17
"Fazendinha, Curitiba",455000.0,238.0,5.0,2.0,4.0,37
"Avenida Visconde de Guarapuava, Centro",418995.0,43.0,1.0,1.0,1.0,28
"Rua Engenheiro Niepce da Silva, Portão",1150000.0,108.0,3.0,2.0,2.0,56
"Rua Brigadeiro Franco, Água Verde",400000.0,29.0,1.0,1.0,1.0,1
"Rua Deputado Heitor Alencar Furtado, Mossunguê",3201000.0,373.0,4.0,5.0,5.0,50
"Rua Samuel Cézar, Água Verde",1132000.0,161.0,3.0,2.0,5.0,1
"Bigorrilho, Curitiba",1315000.0,220.0,4.0,3.0,5.0,14
"Rua Vitória, Cabral",495900.0,60.0,2.0,1.0,1.0,19
"Rua Professor Dario Garcia, Vista Alegre",1745000.0,235.0,3.0,3.0,5.0,78
"Rua Humberto Morona, Cristo Rei",1020000.0,109.0,3.0,2.0,2.0,34
"Centro, Curitiba",505000.0,61.0,2.0,1.0,2.0,28
"Batel, Curitiba",1290000.0,180.0,3.0,2.0,2.0,13
"Rua Humberto Ciccarino, Boqueirão",499000.0,97.0,3.0,1.0,3.0,17
"Água Verde, Curitiba",845960.0,91.0,2.0,2.0,2.0,1
"Vila Izabel, Curitiba",1980000.0,350.0,4.0,4.0,1.0,77
"Rua Vicente Ciccarino, Boa Vista",615174.0,94.0,2.0,1.0,3.0,15
"Rua Amazonas, Água Verde",310000.0,48.0,2.0,2.0,1.0,1
"Rua Cocos, Uberaba",650000.0,126.0,3.0,1.0,2.0,75
"Cabral, Curitiba",11543034.0,459.0,4.0,4.0,7.0,19
"Travessa Padre Feijó, Tarumã",1100000.0,384.0,3.0,2.0,2.0,72
"Rua Reinaldo Stocco, Pinheirinho",980000.0,204.0,3.0,3.0,2.0,55
"Alameda Júlia da Costa, Bigorrilho",1500000.0,228.0,4.0,3.0,5.0,14
"Avenida Santa Rita de Cássia dos Impossíveis, Tatuquara",240000.0,70.0,2.0,2.0,3.0,73
"Cidade Industrial, Curitiba",500000.0,160.0,5.0,2.0,1.0,33
"Rua Cocos, Uberaba",699000.0,125.0,3.0,1.0,1.0,75
"Rua Cocos, Uberaba",1650000.0,307.0,4.0,4.0,2.0,75
"Cajuru, Curitiba",462615.0,72.0,3.0,2.0,2.0,21
"Rua Laudelino Ferreira Lopes, Novo Mundo",375000.0,60.0,2.0,1.0,2.0,51
"Rua José Cadilhe, Água Verde",519000.0,59.0,2.0,1.0,2.0,1
"Juvevê, Curitiba",1642000.0,170.0,4.0,4.0,4.0,46
"Água Verde, Curitiba",964000.0,99.0,2.0,1.0,1.0,1
"Rua Professora Doracy Cezzarino, Portão",1690000.0,242.0,3.0,3.0,6.0,56
"Bigorrilho, Curitiba",2800000.0,502.0,4.0,7.0,5.0,14
"Rua Governador Jorge Lacerda, Guabirotuba",650000.0,168.0,3.0,3.0,3.0,39
"Cidade Industrial, Curitiba",270000.0,70.0,2.0,1.0,2.0,33
"Rua Duarte da Costa, Guaíra",370000.0,90.0,3.0,2.0,1.0,40
"Rua José Arcione Roberto Batista, Uberaba",397000.0,96.0,3.0,2.0,2.0,75
"Rua Vicente Ciccarino, Boa Vista",410900.0,58.0,2.0,1.0,2.0,15
"Rua Pará, Água Verde",798000.0,97.0,3.0,2.0,4.0,1
"Rua Pedro Mossoline Gasparin, Santa Felicidade",730000.0,330.0,5.0,2.0,2.0,61
"Rua Inácio Wolski, Cidade Industrial",269000.0,160.0,2.0,3.0,1.0,33
"Santa Felicidade, Curitiba",680000.0,135.0,3.0,3.0,2.0,61
"Rua Flávio de Azevedo Macedo, São Lourenço",2000000.0,492.0,3.0,2.0,4.0,67
"Rua Luiz Zilli, Campo Comprido",319000.0,46.0,2.0,1.0,1.0,23
"Bom Retiro, Curitiba",974210.0,164.0,3.0,2.0,4.0,16
"Avenida Sete de Setembro, Batel",1350000.0,248.0,3.0,2.0,4.0,13
"Rua Luiz Ronaldo Canalli, Campo Comprido",199720.0,54.0,3.0,1.0,1.0,23
"Rua Quintino Bocaiúva, Cabral",5950530.0,337.0,4.0,4.0,6.0,19
"Avenida Cândido Hartmann, Santa Felicidade",3924682.0,306.0,4.0,2.0,5.0,61
"Rua Cesário Kuroski, Campo Comprido",980000.0,230.0,3.0,2.0,4.0,23
"Rua Santo Antônio, Rebouças",392000.0,66.0,2.0,1.0,1.0,58
"Mercês, Curitiba",1630000.0,114.0,3.0,2.0,3.0,49
"Cabral, Curitiba",946116.0,107.0,3.0,2.0,2.0,19
"Rua Cézar Constante Schiavon, Sitio Cercado",480000.0,300.0,4.0,2.0,3.0,70
"Rua Luísa Dariva, Mossunguê",8500000.0,338.0,3.0,4.0,5.0,50
"Rua Hermenegildo Luca, Santa Felicidade",2070000.0,224.0,4.0,4.0,3.0,61
"Avenida Nossa Senhora da Luz, Cabral",7749000.0,457.0,4.0,4.0,6.0,19
"Uberaba, Curitiba",2600000.0,162.0,4.0,4.0,5.0,75
"Boa Vista, Curitiba",750000.0,140.0,3.0,2.0,2.0,15
"Rua Professor Sebastião Paraná, Água Verde",275000.0,31.0,1.0,1.0,1.0,1
"Rua Doutor Lubumir Viergbiski, Campo Comprido",2980000.0,383.0,4.0,6.0,3.0,23
"Água Verde, Curitiba",65588602.0,74.0,2.0,2.0,1.0,1
"Rua Barão de Guaraúna, Alto da Glória",758800.0,67.0,2.0,1.0,2.0,4
"Rua Maria Clara, Alto da Glória",2407100.0,203.0,3.0,3.0,4.0,4
"Uberaba, Curitiba",495000.0,131.0,3.0,3.0,3.0,75
"Rua Amazonas, Portão",629900.0,74.0,3.0,1.0,2.0,56
"Água Verde, Curitiba",2456900.0,157.0,3.0,3.0,4.0,1
"Rua Conselheiro Araújo, Centro",230000.0,37.0,1.0,1.0,1.0,28
"Avenida Paraná, Cabral",902470.0,90.0,3.0,2.0,2.0,19
"Rua Bruno Filgueira, Bigorrilho",932000.0,112.0,3.0,2.0,3.0,14
"Água Verde, Curitiba",845960.0,91.0,2.0,2.0,2.0,1
"Rua das Araras, Umbara",2300000.0,273.0,3.0,2.0,5.0,76
"Rua Petit Carneiro, Água Verde",535000.0,97.0,3.0,1.0,3.0,1
"Uberaba, Curitiba",620000.0,133.0,3.0,1.0,2.0,75
"Rua Professor Pedro Viriato Parigot de Souza, Ecoville",1456015.0,166.0,4.0,2.0,4.0,35
"Rua Rolando Salin Zappa Mansur, Cachoeira",585000.0,152.0,3.0,3.0,3.0,20
"Rua Alberto Panek, Orleans",1150000.0,210.0,4.0,5.0,4.0,52
"Rua Ângelo Nabosne, Cidade Industrial",1443200.0,128.0,3.0,2.0,4.0,33
"Cabral, Curitiba",1386000.0,131.0,4.0,2.0,1.0,19
"Alameda Cabral, Centro",630000.0,154.0,3.0,2.0,2.0,19
"Rua Desembargador Otávio do Amaral, Bigorrilho",2142539.0,173.0,3.0,2.0,3.0,14
"Rua Arthur Mohr, Portão",599900.0,79.0,3.0,1.0,3.0,56
"Rua Padre Dehon, Boqueirão",750000.0,127.0,3.0,2.0,3.0,17
"Rua Pedro Collere, Vila Izabel",423182.0,51.0,1.0,1.0,1.0,77
"Rua Casemiro Augusto Rodacki, Cidade Industrial",330900.0,48.0,2.0,1.0,2.0,33
"Cidade Industrial, Curitiba",230000.0,88.0,2.0,1.0,1.0,33
"Rua Pará, Água Verde",567263.0,77.0,2.0,1.0,2.0,1
"Rua Irmãs Paulinas, Novo Mundo",382900.0,62.0,2.0,1.0,1.0,51
"Rua Salvador Ferrante, Boqueirão",929000.0,149.0,3.0,2.0,3.0,17
"Rua Maria Luiza Bazzani Natal, Uberaba",1640000.0,285.0,3.0,4.0,4.0,75
"Rua José Zaleski, Capão Raso",445950.0,68.0,2.0,1.0,2.0,26
"Rua Tamoios, Vila Izabel",795708.0,75.0,2.0,1.0,2.0,77
"Rua Guiroku Gastão Ayabe, Uberaba",520000.0,130.0,3.0,2.0,3.0,75
"Rua Luiz Tramontin, Campo Comprido",8900000.0,985.0,4.0,6.0,9.0,23
"Rua Waldomiro Antônio Dalarmi, Santa Felicidade",1790000.0,230.0,4.0,2.0,5.0,61
"Rua Íris Antônio Campos, Campo Comprido",680000.0,109.0,3.0,2.0,2.0,23
"Alameda Princesa Izabel, São Francisco",830000.0,93.0,3.0,1.0,2.0,65
"Água Verde, Curitiba",840000.0,188.0,3.0,4.0,4.0,1
"Rua Tenente-Coronel Servando de Loyola e Silva, Barreirinha",649000.0,134.0,3.0,1.0,4.0,12
"Rua Guilherme Pugsley, Água Verde",2234000.0,155.0,3.0,3.0,4.0,1
"Rua Capitão Tenente Maris de Barros, Portão",360000.0,74.0,3.0,1.0,2.0,56
"Avenida Presidente Getúlio Vargas, Água Verde",830000.0,91.0,3.0,2.0,2.0,1
"Rua Professor Luiz César, Água Verde",459900.0,54.0,2.0,1.0,1.0,1
"Rua Edmundo Gillung, Alto Boqueirão",1080000.0,243.0,3.0,3.0,4.0,3
"Uberaba, Curitiba",590000.0,200.0,3.0,8.0,4.0,75
"Rua Bom Jesus, Cabral",653947.0,75.0,2.0,1.0,2.0,19
"Rua General Carneiro, Centro",1060300.0,91.0,3.0,2.0,3.0,28
"Rua Pernambuco, Guaíra",360000.0,120.0,3.0,4.0,3.0,40
"Rua Ivo Ferro, Uberaba",1697000.0,260.0,3.0,2.0,4.0,75
"Rua Quintino Bocaiúva, Cabral",1576531.0,176.0,3.0,2.0,4.0,19
"Avenida Nossa Senhora Aparecida, Seminário",3200000.0,401.0,4.0,4.0,5.0,69
"Xaxim, Curitiba",650000.0,145.0,3.0,1.0,2.0,79
"Rua Professor Lauro Zak, Xaxim",1250000.0,295.0,3.0,6.0,4.0,79
"Rua Brasílio Itiberê, Água Verde",1980000.0,133.0,2.0,3.0,2.0,1
"Rua Vereador Aurelino Mader Gonçalves, Xaxim",275000.0,49.0,2.0,1.0,1.0,79
"Rua Elói Orestes Zeglin, Pinheirinho",970000.0,188.0,3.0,4.0,3.0,55
"Juvevê, Curitiba",73122549.0,78.0,2.0,1.0,1.0,46
"Rua Paulo Gorski, Mossunguê",4761975.0,212.0,3.0,3.0,3.0,50
"Rua João Rodrigues Pinheiro, Capão Raso",249000.0,54.0,3.0,1.0,1.0,26
"Ecoville, Curitiba",540000.0,83.0,3.0,2.0,3.0,35
"Rua Felisbino Passos, Tingui",345030.0,50.0,2.0,1.0,1.0,74
"Rua João Alfredo Dilger, Xaxim",649000.0,165.0,3.0,3.0,3.0,79
"Rua Dom Pedro I, Água Verde",2686100.0,115.0,3.0,3.0,2.0,1
"Rua Padre Agostinho, Champagnat",1700000.0,209.0,4.0,3.0,6.0,32
"Rua Luiz França, Cajuru",1380000.0,554.0,5.0,6.0,7.0,21
"Alto Boqueirão, Curitiba",1080000.0,272.0,3.0,2.0,3.0,3
"Rua Luiz Ronaldo Canalli, Campo Comprido",284487.0,55.0,2.0,1.0,1.0,23
"Rua Paula Prevedello Gusso, Boa Vista",570000.0,110.0,3.0,2.0,3.0,15
"Rua São Pio X, Ahú",1450000.0,111.0,3.0,2.0,4.0,2
"Rua Jovino do Rosário, Boa Vista",549000.0,70.0,2.0,1.0,1.0,15
"Rua Francisco Rocha, Batel",1100000.0,136.0,3.0,3.0,4.0,13
"Rua Saint Hilaire, Água Verde",1130000.0,121.0,3.0,2.0,2.0,1
"Mossunguê, Curitiba",756710.0,160.0,2.0,2.0,2.0,50
"Rua Goiânia, Cajuru",690000.0,198.0,3.0,2.0,3.0,21
"Rua Coronel Amazonas Marcondes, Cabral",984073.0,107.0,3.0,1.0,3.0,19
"Rua Samuel Cézar, Água Verde",1590814.0,221.0,3.0,2.0,5.0,1
"Rua Pedro Collere, Vila Izabel",399000.0,55.0,2.0,1.0,2.0,77
"Rua Bom Jesus, Juvevê",708722.0,75.0,2.0,1.0,2.0,46
"Batel, Curitiba",84337782.0,53.0,1.0,1.0,1.0,13
"Rua Fernando de Noronha, Santa Cândida",1150000.0,180.0,4.0,3.0,3.0,60
"Rua Desembargador Antônio de Paula, Boqueirão",699000.0,68.0,3.0,2.0,1.0,17
"Rua Alberto Folloni, Ahú",2850000.0,228.0,3.0,3.0,5.0,2
"Rua Cid Marcondes de Albuquerque, Pinheirinho",1530000.0,242.0,3.0,4.0,4.0,55
"Rua Doutor Raul Carneiro Filho, Água Verde",440000.0,65.0,2.0,1.0,2.0,1
"Alto da Glória, Curitiba",2416000.0,161.0,3.0,3.0,3.0,4
"Rua Monsenhor Ivo Zanlorenzi, Ecoville",1590000.0,203.0,3.0,2.0,4.0,35
"Rua Nicolau Salomão, Tingui",311497.0,59.0,2.0,1.0,1.0,74
"Rua Luiz França, Cajuru",1380000.0,554.0,5.0,6.0,7.0,21
"Rua Paula Prevedello Gusso, Boa Vista",570000.0,110.0,3.0,2.0,3.0,15
"Rua Dom Pedro I, Água Verde",3221249.0,189.0,3.0,3.0,4.0,1
"Novo Mundo, Curitiba",320000.0,81.0,3.0,1.0,1.0,51
"Vila Izabel, Curitiba",511800.0,55.0,2.0,1.0,1.0,77
"Mercês, Curitiba",2450000.0,595.0,4.0,4.0,4.0,49
"Rua Quintino Bocaiúva, Cabral",5951400.0,553.0,4.0,4.0,7.0,19
"Alto Boqueirão, Curitiba",483900.0,108.0,3.0,2.0,3.0,3
"Rua Cândido Xavier, Vila Izabel",1300000.0,170.0,4.0,2.0,4.0,77
"Tingui, Curitiba",221777.0,42.0,1.0,1.0,1.0,74
"Umbara, Curitiba",310000.0,76.0,2.0,2.0,2.0,76
"Rua dos Bem-te-vis, Bacacheri",597000.0,72.0,2.0,1.0,2.0,9
"Rua Ubaldino do Amaral, Alto da Rua XV",943326.0,89.0,3.0,2.0,3.0,6
"Rua Pedro Collere, Vila Izabel",1152100.0,123.0,4.0,2.0,2.0,77
"Rua Francisco Castellano, Jardim das Américas",880000.0,160.0,3.0,2.0,4.0,45
"Rua Cândido Xavier, Água Verde",5800000.0,463.0,3.0,8.0,6.0,1
"Rua Maranhão, Água Verde",415000.0,54.0,2.0,1.0,1.0,1
"Rua Luiz Barreto Murat, Bairro Alto",605000.0,146.0,3.0,1.0,3.0,10
"Rua Damasina Bittencourt Macedo, Santa Cândida",450000.0,113.0,3.0,1.0,3.0,60
"Rua Noel Rosa, Barigui",3200000.0,676.0,3.0,6.0,4.0,11
"Rua José Gusso, Portão",699000.0,154.0,3.0,3.0,3.0,56
"Rua Doutor Alexandre Gutierrez, Água Verde",2164200.0,152.0,3.0,3.0,5.0,1
"Rua Padre Júlio Saavedra, Uberaba",590000.0,140.0,3.0,2.0,2.0,75
"Rua Doutor Alexandre Gutierrez, Água Verde",958532.0,95.0,2.0,2.0,3.0,1
"Rua Padre Isaías de Andrade, Parolin",2200000.0,500.0,4.0,6.0,6.0,53
"Rua Guararapes, Vila Izabel",978000.0,94.0,3.0,2.0,1.0,77
"Rua Professor Raul Rodrigues Gomes, Alto Boqueirão",299000.0,64.0,2.0,1.0,1.0,3
"Rua Expedicionário Eurides Fernandes do Nascimento, Alto Boqueirão",495000.0,100.0,3.0,2.0,2.0,3
"Rua Garuva, Fazendinha",150000.0,42.0,2.0,1.0,1.0,37
"Alameda Princesa Izabel, Bigorrilho",654000.0,77.0,3.0,1.0,3.0,14
"Santa Felicidade, Curitiba",2200000.0,382.0,4.0,6.0,6.0,61
"Rua Casemiro Augusto Rodacki, Campo Comprido",308900.0,49.0,2.0,1.0,2.0,23
"Rua Alcebíades Plaisant, Água Verde",850000.0,136.0,4.0,2.0,3.0,1
"Rua Tenente-Coronel Vilagran Cabrita, Alto Boqueirão",656000.0,123.0,3.0,1.0,1.0,3
"Rua Renato Polatti, Campina do Siqueira",1135000.0,220.0,3.0,4.0,4.0,22
"Xaxim, Curitiba",650000.0,145.0,3.0,1.0,2.0,79
"Rua Professor Lauro Zak, Xaxim",1250000.0,295.0,3.0,6.0,4.0,79
"Rua Monsenhor Ivo Zanlorenzi, Ecoville",1200000.0,128.0,3.0,2.0,3.0,35
"Rua Piauí, Parolin",320000.0,44.0,3.0,1.0,3.0,53
"Avenida Visconde de Guarapuava, Centro",769547.0,68.0,2.0,1.0,2.0,28
"Rua José Izidoro Biazetto, Ecoville",943755.0,110.0,3.0,2.0,2.0,35
"Rua José Izidoro Biazetto, Mossunguê",3282060.0,463.0,4.0,4.0,4.0,50
"Rua Brasílio Bacellar Filho, Tingui",412000.0,64.0,3.0,1.0,2.0,74
"Orleans, Curitiba",520000.0,100.0,3.0,1.0,2.0,52
"Rua Padre Agostinho, Champagnat",1230200.0,90.0,2.0,2.0,3.0,32
"Rua Vinte e Nove de Junho, Bacacheri",499900.0,70.0,3.0,2.0,2.0,9
"Rua Padre Dehon, Boqueirão",680000.0,166.0,3.0,3.0,2.0,17
"Mossunguê, Curitiba",2034670.0,180.0,3.0,3.0,1.0,50
"Rua Presidente Carlos Cavalcanti, São Francisco",639657.0,51.0,1.0,1.0,2.0,65
"Tingui, Curitiba",412000.0,65.0,3.0,1.0,2.0,74
"Rua José Izidoro Biazetto, Campo Comprido",3100000.0,260.0,3.0,4.0,5.0,23
"Rua Ângelo Cúnico, Barreirinha",630000.0,171.0,3.0,2.0,3.0,12
"Bigorrilho, Curitiba",1471000.0,142.0,3.0,2.0,4.0,14
"Rua Professor Dario Garcia, Vista Alegre",6200000.0,628.0,5.0,6.0,8.0,78
"Rua José Pereira de Araújo, Capão Raso",290000.0,55.0,2.0,1.0,1.0,26
"Rua Santa Bertila Boscardin, Santa Felicidade",3900000.0,268.0,3.0,8.0,7.0,61
"Rua Leão Sallum, Boa Vista",780000.0,178.0,3.0,2.0,4.0,15
"Água Verde, Curitiba",1046664.0,145.0,3.0,1.0,5.0,1
"Rua México, Bacacheri",1050000.0,203.0,3.0,2.0,3.0,9
"Rua Gutemberg, Batel",1999397.0,129.0,3.0,2.0,3.0,13
"Rua Jerônimo Durski, Champagnat",2166680.0,134.0,2.0,2.0,4.0,32
"Rua Nicarágua, Bacacheri",420000.0,65.0,3.0,1.0,2.0,9
"Alto da Glória, Curitiba",731000.0,98.0,3.0,2.0,3.0,4
"Rua Leão Zeigelboim, Santa Felicidade",1970000.0,400.0,3.0,4.0,4.0,61
"Boa Vista, Curitiba",550000.0,128.0,3.0,4.0,3.0,15
"Rua Maria Luiza Bazzani Natal, Uberaba",1750000.0,266.0,3.0,2.0,5.0,75
"Rua Quintino Bocaiúva, Cabral",1484694.0,176.0,3.0,2.0,3.0,19
"Rua Deputado Atílio de Almeida Barbosa, Boa Vista",1457501.0,130.0,3.0,1.0,2.0,15
"Rua Humberto Morona, Cristo Rei",1020000.0,108.0,3.0,2.0,3.0,34
"Rua Carlos Klemtz, Fazendinha",217700.0,60.0,2.0,1.0,1.0,37
"Rua Ubaldino do Amaral, Alto da Rua XV",716100.0,75.0,2.0,1.0,2.0,6
"Rua Edmundo Alberto Mercer, Tingui",320900.0,52.0,2.0,1.0,2.0,74
"Juvevê, Curitiba",2270000.0,224.0,3.0,3.0,4.0,46
"Rua Paraíba, Guaíra",430000.0,47.0,2.0,1.0,1.0,40
"Umbara, Curitiba",310000.0,76.0,2.0,2.0,2.0,76
"Rua Ubaldino do Amaral, Alto da Rua XV",943326.0,89.0,3.0,2.0,3.0,6
"Rua Francisco Castellano, Jardim das Américas",880000.0,160.0,3.0,2.0,4.0,45
"Rua Maranhão, Água Verde",415000.0,54.0,2.0,1.0,1.0,1
"Rua Moyses Gutztein, Sitio Cercado",385000.0,87.0,3.0,2.0,3.0,70
"Rua Pará, Água Verde",419626.0,53.0,2.0,1.0,2.0,1
"Centro, Curitiba",376191.0,46.0,2.0,1.0,1.0,28
"Rua Castro Alves, Batel",236900.0,19.0,1.0,1.0,1.0,13
"Rua Octávio Girardi, Cajuru",550000.0,232.0,3.0,7.0,2.0,21
"Rua José Cadilhe, Água Verde",469900.0,59.0,2.0,1.0,2.0,1
"Mercês, Curitiba",2200000.0,330.0,13.0,3.0,2.0,49
"Rua Isaac Júlio, Caiuá",319000.0,72.0,2.0,2.0,2.0,-1
"Portão, Curitiba",18000.0,999.0,7.0,3.0,3.0,56
"Mossunguê, Curitiba",280000.0,56.0,3.0,1.0,1.0,50
"Cabral, Curitiba",598000.0,75.0,3.0,2.0,2.0,19
"Rua Arthur Mohr, Portão",564900.0,79.0,3.0,1.0,2.0,56
"Rua Capitão João Ribas de Oliveira, Guabirotuba",526600.0,118.0,2.0,1.0,2.0,39
"Rua Acelino Grande, Santa Felicidade",2189000.0,243.0,4.0,4.0,6.0,61
"Boa Vista, Curitiba",750000.0,140.0,3.0,2.0,2.0,15
"Rua Professor Sebastião Paraná, Água Verde",275000.0,31.0,1.0,1.0,1.0,1
"Rua Doutor Lubumir Viergbiski, Campo Comprido",2980000.0,383.0,4.0,6.0,3.0,23
"Água Verde, Curitiba",65588602.0,74.0,2.0,2.0,1.0,1
"Lindóia, Curitiba",690000.0,135.0,3.0,2.0,2.0,48
"Rua Barão de Guaraúna, Alto da Glória",758800.0,67.0,2.0,1.0,2.0,4
"Rua Maria Clara, Alto da Glória",2407100.0,203.0,3.0,3.0,4.0,4
"Rua Amazonas, Portão",629900.0,74.0,3.0,1.0,2.0,56
"Água Verde, Curitiba",2456900.0,157.0,3.0,3.0,4.0,1
"Rua Conselheiro Araújo, Centro",230000.0,37.0,1.0,1.0,1.0,28
"Rua Bruno Filgueira, Bigorrilho",932000.0,112.0,3.0,2.0,3.0,14
"Água Verde, Curitiba",845960.0,91.0,2.0,2.0,2.0,1
"Rua das Araras, Umbara",2300000.0,273.0,3.0,2.0,5.0,76
"Rua Petit Carneiro, Água Verde",535000.0,97.0,3.0,1.0,3.0,1
"Uberaba, Curitiba",620000.0,133.0,3.0,1.0,2.0,75
"Rua Amazonas, Água Verde",310000.0,48.0,2.0,2.0,1.0,1
"Cabral, Curitiba",11543034.0,459.0,4.0,4.0,7.0,19
"Santa Felicidade, Curitiba",800000.0,137.0,3.0,2.0,4.0,61
"Rua Reinaldo Stocco, Pinheirinho",980000.0,204.0,3.0,3.0,2.0,55
"Rua Jaime Balão, Hugo Lange",2249990.0,325.0,8.0,4.0,4.0,42
"Rua Álvaro Alvim, Seminário",2500000.0,415.0,4.0,6.0,5.0,69
"Água Verde, Curitiba",449000.0,62.0,2.0,1.0,2.0,1
"Rua Schiller, Cristo Rei",487000.0,73.0,2.0,1.0,2.0,34
"Avenida Silva Jardim, Batel",835000.0,92.0,3.0,2.0,2.0,13
"Xaxim, Curitiba",800000.0,300.0,4.0,6.0,4.0,79
"Cidade Industrial, Curitiba",580000.0,420.0,7.0,8.0,2.0,33
"Rua Álvaro Andrade, Portão",750000.0,85.0,3.0,2.0,2.0,56
"Avenida do Batel, Batel",1380000.0,285.0,4.0,2.0,5.0,13
"Campo Comprido, Curitiba",266000.0,56.0,3.0,1.0,1.0,23
"Rua Paraíba, Guaíra",490000.0,60.0,2.0,2.0,2.0,40
"Rua João Chaves, Xaxim",429000.0,117.0,2.0,1.0,3.0,79
"Rua Francisco Negrão, Água Verde",375000.0,60.0,2.0,1.0,2.0,1
"Rua João Pontoni, Cristo Rei",480000.0,90.0,3.0,1.0,3.0,34
"Rua Professor Assis Gonçalves, ",1024520.0,146.0,3.0,2.0,4.0,-1
"Rua Nhundiaquara, Cajuru",525000.0,165.0,4.0,4.0,3.0,21
"Cristo Rei, Curitiba",1500000.0,196.0,3.0,2.0,6.0,34
"Rua Jeremias Maciel Perretto, Campo Comprido",630000.0,86.0,2.0,2.0,2.0,23
"Rua Parnaíba, São Francisco",1049000.0,182.0,3.0,1.0,3.0,65
"Rua Coronel Alfredo Ferreira da Costa, Jardim das Américas",689000.0,172.0,4.0,2.0,3.0,45
"Avenida Santa Bernadethe, Lindóia",220000.0,61.0,3.0,1.0,1.0,48
"Rua Professor Algacyr Munhoz Mader, Cidade Industrial",149900.0,42.0,2.0,1.0,1.0,33
"Avenida Visconde de Guarapuava, Centro",1235700.0,95.0,2.0,2.0,3.0,28
"Rua Coronel Alfredo Ferreira da Costa, Jardim das Américas",689000.0,171.0,4.0,3.0,1.0,45
"Avenida Presidente Getúlio Vargas, Água Verde",730000.0,72.0,2.0,1.0,2.0,1
"Alameda Júlia da Costa, Bigorrilho",1128769.0,94.0,3.0,2.0,2.0,14
"Rua Visconde do Rio Branco, Centro",730000.0,140.0,4.0,1.0,3.0,28
"Rua Luiz Tramontin, Campo Comprido",265000.0,59.0,3.0,1.0,1.0,23
"Avenida Paraná, Cabral",4989593.0,365.0,3.0,3.0,4.0,19
"Avenida Marechal Floriano Peixoto, Rebouças",380900.0,54.0,2.0,1.0,1.0,58
"Rua Petit Carneiro, Água Verde",958000.0,132.0,3.0,1.0,3.0,1
"Rua Juvino Ransolim, Campo Comprido",860000.0,178.0,3.0,4.0,4.0,23
"Vila Izabel, Curitiba",692000.0,75.0,2.0,1.0,2.0,77
"Rua Sanito Rocha, Cristo Rei",792844.0,94.0,3.0,1.0,1.0,34
"Rua José Ananias Mauad, Jardim Botânico",980000.0,232.0,4.0,3.0,4.0,43
"Rua Francisco Otto, Bacacheri",2600000.0,673.0,5.0,6.0,7.0,9
